"BehaviorSpace results (NetLogo 6.2.0)"
"code (4).nlogo"
"WaitingTime"
"01/28/2021 15:45:31:492 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","distancing?","spread-decease?","threshold-attendance","numberOfPeople","max-patience","r-distance","[step]","waitingTime"
"4","true","false","6","121","100","1.5","211","123"
"5","true","false","6","121","100","1.5","227","119"
"6","true","false","6","121","100","1.5","235","76"
"2","true","false","6","121","50","1.5","203","230"
"3","true","false","6","121","50","1.5","198","228"
"1","true","false","6","121","50","1.5","198","228"
"4","true","false","6","121","100","1.5","212","123"
"5","true","false","6","121","100","1.5","228","119"
"6","true","false","6","121","100","1.5","236","76"
"2","true","false","6","121","50","1.5","204","232"
"5","true","false","6","121","100","1.5","229","119"
"3","true","false","6","121","50","1.5","199","228"
"4","true","false","6","121","100","1.5","213","123"
"1","true","false","6","121","50","1.5","199","229"
"6","true","false","6","121","100","1.5","237","76"
"2","true","false","6","121","50","1.5","205","233"
"5","true","false","6","121","100","1.5","230","119"
"4","true","false","6","121","100","1.5","214","123"
"3","true","false","6","121","50","1.5","200","277"
"6","true","false","6","121","100","1.5","238","76"
"1","true","false","6","121","50","1.5","200","287"
"5","true","false","6","121","100","1.5","231","119"
"2","true","false","6","121","50","1.5","206","234"
"3","true","false","6","121","50","1.5","201","286"
"6","true","false","6","121","100","1.5","239","76"
"5","true","false","6","121","100","1.5","232","119"
"2","true","false","6","121","50","1.5","207","234"
"1","true","false","6","121","50","1.5","201","289"
"3","true","false","6","121","50","1.5","202","287"
"4","true","false","6","121","100","1.5","215","123"
"6","true","false","6","121","100","1.5","240","76"
"5","true","false","6","121","100","1.5","233","119"
"2","true","false","6","121","50","1.5","208","234"
"1","true","false","6","121","50","1.5","202","289"
"6","true","false","6","121","100","1.5","241","76"
"4","true","false","6","121","100","1.5","216","123"
"2","true","false","6","121","50","1.5","209","235"
"5","true","false","6","121","100","1.5","234","119"
"1","true","false","6","121","50","1.5","203","289"
"6","true","false","6","121","100","1.5","242","76"
"4","true","false","6","121","100","1.5","217","123"
"2","true","false","6","121","50","1.5","210","235"
"3","true","false","6","121","50","1.5","203","287"
"5","true","false","6","121","100","1.5","235","119"
"2","true","false","6","121","50","1.5","211","235"
"6","true","false","6","121","100","1.5","243","76"
"4","true","false","6","121","100","1.5","218","123"
"1","true","false","6","121","50","1.5","204","290"
"2","true","false","6","121","50","1.5","212","235"
"5","true","false","6","121","100","1.5","236","119"
"3","true","false","6","121","50","1.5","204","288"
"6","true","false","6","121","100","1.5","244","76"
"4","true","false","6","121","100","1.5","219","123"
"1","true","false","6","121","50","1.5","205","290"
"4","true","false","6","121","100","1.5","220","123"
"1","true","false","6","121","50","1.5","206","290"
"3","true","false","6","121","50","1.5","205","291"
"2","true","false","6","121","50","1.5","213","237"
"4","true","false","6","121","100","1.5","221","123"
"5","true","false","6","121","100","1.5","237","119"
"1","true","false","6","121","50","1.5","207","290"
"3","true","false","6","121","50","1.5","206","291"
"2","true","false","6","121","50","1.5","214","237"
"4","true","false","6","121","100","1.5","222","123"
"5","true","false","6","121","100","1.5","238","119"
"1","true","false","6","121","50","1.5","208","290"
"3","true","false","6","121","50","1.5","207","291"
"2","true","false","6","121","50","1.5","215","237"
"4","true","false","6","121","100","1.5","223","123"
"5","true","false","6","121","100","1.5","239","119"
"6","true","false","6","121","100","1.5","245","90"
"2","true","false","6","121","50","1.5","216","237"
"1","true","false","6","121","50","1.5","209","290"
"3","true","false","6","121","50","1.5","208","291"
"2","true","false","6","121","50","1.5","217","237"
"5","true","false","6","121","100","1.5","240","119"
"6","true","false","6","121","100","1.5","246","91"
"4","true","false","6","121","100","1.5","224","125"
"3","true","false","6","121","50","1.5","209","291"
"2","true","false","6","121","50","1.5","218","237"
"6","true","false","6","121","100","1.5","247","91"
"5","true","false","6","121","100","1.5","241","121"
"2","true","false","6","121","50","1.5","219","237"
"4","true","false","6","121","100","1.5","225","125"
"3","true","false","6","121","50","1.5","210","291"
"6","true","false","6","121","100","1.5","248","91"
"5","true","false","6","121","100","1.5","242","123"
"2","true","false","6","121","50","1.5","220","237"
"1","true","false","6","121","50","1.5","210","290"
"2","true","false","6","121","50","1.5","221","238"
"6","true","false","6","121","100","1.5","249","91"
"5","true","false","6","121","100","1.5","243","123"
"3","true","false","6","121","50","1.5","211","291"
"4","true","false","6","121","100","1.5","226","126"
"2","true","false","6","121","50","1.5","222","238"
"1","true","false","6","121","50","1.5","211","290"
"6","true","false","6","121","100","1.5","250","92"
"3","true","false","6","121","50","1.5","212","291"
"2","true","false","6","121","50","1.5","223","238"
"5","true","false","6","121","100","1.5","244","123"
"4","true","false","6","121","100","1.5","227","126"
"1","true","false","6","121","50","1.5","212","290"
"2","true","false","6","121","50","1.5","224","238"
"6","true","false","6","121","100","1.5","251","92"
"5","true","false","6","121","100","1.5","245","123"
"3","true","false","6","121","50","1.5","213","291"
"2","true","false","6","121","50","1.5","225","238"
"4","true","false","6","121","100","1.5","228","126"
"6","true","false","6","121","100","1.5","252","92"
"1","true","false","6","121","50","1.5","213","290"
"2","true","false","6","121","50","1.5","226","238"
"5","true","false","6","121","100","1.5","246","124"
"4","true","false","6","121","100","1.5","229","127"
"3","true","false","6","121","50","1.5","214","291"
"6","true","false","6","121","100","1.5","253","92"
"2","true","false","6","121","50","1.5","227","238"
"1","true","false","6","121","50","1.5","214","290"
"4","true","false","6","121","100","1.5","230","130"
"2","true","false","6","121","50","1.5","228","238"
"6","true","false","6","121","100","1.5","254","92"
"5","true","false","6","121","100","1.5","247","124"
"3","true","false","6","121","50","1.5","215","292"
"1","true","false","6","121","50","1.5","215","290"
"2","true","false","6","121","50","1.5","229","238"
"4","true","false","6","121","100","1.5","231","131"
"6","true","false","6","121","100","1.5","255","92"
"2","true","false","6","121","50","1.5","230","238"
"3","true","false","6","121","50","1.5","216","293"
"1","true","false","6","121","50","1.5","216","290"
"2","true","false","6","121","50","1.5","231","238"
"4","true","false","6","121","100","1.5","232","131"
"5","true","false","6","121","100","1.5","248","124"
"3","true","false","6","121","50","1.5","217","293"
"2","true","false","6","121","50","1.5","232","238"
"1","true","false","6","121","50","1.5","217","290"
"4","true","false","6","121","100","1.5","233","132"
"2","true","false","6","121","50","1.5","233","238"
"3","true","false","6","121","50","1.5","218","293"
"5","true","false","6","121","100","1.5","249","124"
"6","true","false","6","121","100","1.5","256","92"
"1","true","false","6","121","50","1.5","218","291"
"4","true","false","6","121","100","1.5","234","135"
"2","true","false","6","121","50","1.5","234","238"
"3","true","false","6","121","50","1.5","219","293"
"6","true","false","6","121","100","1.5","257","92"
"2","true","false","6","121","50","1.5","235","238"
"5","true","false","6","121","100","1.5","250","124"
"1","true","false","6","121","50","1.5","219","291"
"4","true","false","6","121","100","1.5","235","135"
"2","true","false","6","121","50","1.5","236","239"
"3","true","false","6","121","50","1.5","220","293"
"6","true","false","6","121","100","1.5","258","92"
"5","true","false","6","121","100","1.5","251","124"
"2","true","false","6","121","50","1.5","237","239"
"6","true","false","6","121","100","1.5","259","92"
"3","true","false","6","121","50","1.5","221","294"
"1","true","false","6","121","50","1.5","220","293"
"2","true","false","6","121","50","1.5","238","239"
"4","true","false","6","121","100","1.5","236","135"
"5","true","false","6","121","100","1.5","252","124"
"2","true","false","6","121","50","1.5","239","239"
"6","true","false","6","121","100","1.5","260","92"
"4","true","false","6","121","100","1.5","237","135"
"3","true","false","6","121","50","1.5","222","294"
"1","true","false","6","121","50","1.5","221","293"
"5","true","false","6","121","100","1.5","253","124"
"2","true","false","6","121","50","1.5","240","239"
"6","true","false","6","121","100","1.5","261","92"
"4","true","false","6","121","100","1.5","238","135"
"2","true","false","6","121","50","1.5","241","239"
"3","true","false","6","121","50","1.5","223","294"
"1","true","false","6","121","50","1.5","222","293"
"5","true","false","6","121","100","1.5","254","135"
"6","true","false","6","121","100","1.5","262","92"
"2","true","false","6","121","50","1.5","242","239"
"4","true","false","6","121","100","1.5","239","135"
"3","true","false","6","121","50","1.5","224","294"
"1","true","false","6","121","50","1.5","223","293"
"2","true","false","6","121","50","1.5","243","239"
"5","true","false","6","121","100","1.5","255","136"
"6","true","false","6","121","100","1.5","263","92"
"4","true","false","6","121","100","1.5","240","135"
"3","true","false","6","121","50","1.5","225","295"
"2","true","false","6","121","50","1.5","244","243"
"1","true","false","6","121","50","1.5","224","293"
"6","true","false","6","121","100","1.5","264","93"
"5","true","false","6","121","100","1.5","256","137"
"4","true","false","6","121","100","1.5","241","135"
"3","true","false","6","121","50","1.5","226","295"
"2","true","false","6","121","50","1.5","245","243"
"1","true","false","6","121","50","1.5","225","293"
"6","true","false","6","121","100","1.5","265","93"
"5","true","false","6","121","100","1.5","257","137"
"4","true","false","6","121","100","1.5","242","136"
"3","true","false","6","121","50","1.5","227","295"
"6","true","false","6","121","100","1.5","266","93"
"2","true","false","6","121","50","1.5","246","243"
"4","true","false","6","121","100","1.5","243","136"
"1","true","false","6","121","50","1.5","226","294"
"5","true","false","6","121","100","1.5","258","137"
"6","true","false","6","121","100","1.5","267","93"
"3","true","false","6","121","50","1.5","228","295"
"2","true","false","6","121","50","1.5","247","243"
"4","true","false","6","121","100","1.5","244","136"
"6","true","false","6","121","100","1.5","268","93"
"1","true","false","6","121","50","1.5","227","294"
"5","true","false","6","121","100","1.5","259","137"
"3","true","false","6","121","50","1.5","229","295"
"4","true","false","6","121","100","1.5","245","136"
"2","true","false","6","121","50","1.5","248","243"
"6","true","false","6","121","100","1.5","269","93"
"1","true","false","6","121","50","1.5","228","295"
"4","true","false","6","121","100","1.5","246","136"
"5","true","false","6","121","100","1.5","260","137"
"3","true","false","6","121","50","1.5","230","295"
"2","true","false","6","121","50","1.5","249","244"
"6","true","false","6","121","100","1.5","270","93"
"4","true","false","6","121","100","1.5","247","136"
"1","true","false","6","121","50","1.5","229","295"
"5","true","false","6","121","100","1.5","261","137"
"3","true","false","6","121","50","1.5","231","295"
"2","true","false","6","121","50","1.5","250","265"
"6","true","false","6","121","100","1.5","271","93"
"4","true","false","6","121","100","1.5","248","136"
"5","true","false","6","121","100","1.5","262","137"
"3","true","false","6","121","50","1.5","232","295"
"1","true","false","6","121","50","1.5","230","295"
"2","true","false","6","121","50","1.5","251","267"
"6","true","false","6","121","100","1.5","272","93"
"4","true","false","6","121","100","1.5","249","137"
"3","true","false","6","121","50","1.5","233","295"
"5","true","false","6","121","100","1.5","263","137"
"2","true","false","6","121","50","1.5","252","267"
"6","true","false","6","121","100","1.5","273","94"
"1","true","false","6","121","50","1.5","231","295"
"4","true","false","6","121","100","1.5","250","137"
"3","true","false","6","121","50","1.5","234","302"
"5","true","false","6","121","100","1.5","264","137"
"2","true","false","6","121","50","1.5","253","269"
"1","true","false","6","121","50","1.5","232","295"
"6","true","false","6","121","100","1.5","274","96"
"4","true","false","6","121","100","1.5","251","137"
"5","true","false","6","121","100","1.5","265","137"
"3","true","false","6","121","50","1.5","235","302"
"2","true","false","6","121","50","1.5","254","269"
"1","true","false","6","121","50","1.5","233","295"
"4","true","false","6","121","100","1.5","252","138"
"6","true","false","6","121","100","1.5","275","97"
"5","true","false","6","121","100","1.5","266","137"
"3","true","false","6","121","50","1.5","236","303"
"2","true","false","6","121","50","1.5","255","270"
"4","true","false","6","121","100","1.5","253","138"
"6","true","false","6","121","100","1.5","276","99"
"1","true","false","6","121","50","1.5","234","295"
"5","true","false","6","121","100","1.5","267","137"
"2","true","false","6","121","50","1.5","256","270"
"3","true","false","6","121","50","1.5","237","303"
"4","true","false","6","121","100","1.5","254","138"
"1","true","false","6","121","50","1.5","235","295"
"6","true","false","6","121","100","1.5","277","99"
"5","true","false","6","121","100","1.5","268","137"
"3","true","false","6","121","50","1.5","238","303"
"4","true","false","6","121","100","1.5","255","138"
"2","true","false","6","121","50","1.5","257","270"
"1","true","false","6","121","50","1.5","236","295"
"6","true","false","6","121","100","1.5","278","99"
"5","true","false","6","121","100","1.5","269","137"
"4","true","false","6","121","100","1.5","256","138"
"3","true","false","6","121","50","1.5","239","303"
"2","true","false","6","121","50","1.5","258","270"
"1","true","false","6","121","50","1.5","237","295"
"6","true","false","6","121","100","1.5","279","99"
"4","true","false","6","121","100","1.5","257","138"
"5","true","false","6","121","100","1.5","270","137"
"3","true","false","6","121","50","1.5","240","303"
"1","true","false","6","121","50","1.5","238","295"
"2","true","false","6","121","50","1.5","259","270"
"4","true","false","6","121","100","1.5","258","138"
"5","true","false","6","121","100","1.5","271","137"
"3","true","false","6","121","50","1.5","241","304"
"6","true","false","6","121","100","1.5","280","99"
"2","true","false","6","121","50","1.5","260","272"
"1","true","false","6","121","50","1.5","239","295"
"4","true","false","6","121","100","1.5","259","138"
"5","true","false","6","121","100","1.5","272","137"
"3","true","false","6","121","50","1.5","242","304"
"4","true","false","6","121","100","1.5","260","138"
"6","true","false","6","121","100","1.5","281","99"
"2","true","false","6","121","50","1.5","261","273"
"1","true","false","6","121","50","1.5","240","296"
"4","true","false","6","121","100","1.5","261","138"
"3","true","false","6","121","50","1.5","243","304"
"5","true","false","6","121","100","1.5","273","137"
"6","true","false","6","121","100","1.5","282","99"
"2","true","false","6","121","50","1.5","262","273"
"4","true","false","6","121","100","1.5","262","138"
"1","true","false","6","121","50","1.5","241","297"
"3","true","false","6","121","50","1.5","244","304"
"4","true","false","6","121","100","1.5","263","138"
"5","true","false","6","121","100","1.5","274","137"
"6","true","false","6","121","100","1.5","283","99"
"2","true","false","6","121","50","1.5","263","273"
"1","true","false","6","121","50","1.5","242","297"
"4","true","false","6","121","100","1.5","264","138"
"3","true","false","6","121","50","1.5","245","304"
"6","true","false","6","121","100","1.5","284","99"
"5","true","false","6","121","100","1.5","275","137"
"2","true","false","6","121","50","1.5","264","273"
"4","true","false","6","121","100","1.5","265","138"
"1","true","false","6","121","50","1.5","243","304"
"3","true","false","6","121","50","1.5","246","304"
"6","true","false","6","121","100","1.5","285","105"
"5","true","false","6","121","100","1.5","276","139"
"4","true","false","6","121","100","1.5","266","138"
"2","true","false","6","121","50","1.5","265","273"
"1","true","false","6","121","50","1.5","244","306"
"4","true","false","6","121","100","1.5","267","138"
"5","true","false","6","121","100","1.5","277","139"
"3","true","false","6","121","50","1.5","247","305"
"6","true","false","6","121","100","1.5","286","105"
"2","true","false","6","121","50","1.5","266","273"
"4","true","false","6","121","100","1.5","268","138"
"1","true","false","6","121","50","1.5","245","307"
"5","true","false","6","121","100","1.5","278","140"
"3","true","false","6","121","50","1.5","248","306"
"6","true","false","6","121","100","1.5","287","105"
"4","true","false","6","121","100","1.5","269","138"
"2","true","false","6","121","50","1.5","267","273"
"1","true","false","6","121","50","1.5","246","307"
"4","true","false","6","121","100","1.5","270","138"
"3","true","false","6","121","50","1.5","249","307"
"6","true","false","6","121","100","1.5","288","105"
"2","true","false","6","121","50","1.5","268","273"
"5","true","false","6","121","100","1.5","279","140"
"1","true","false","6","121","50","1.5","247","307"
"4","true","false","6","121","100","1.5","271","138"
"3","true","false","6","121","50","1.5","250","350"
"6","true","false","6","121","100","1.5","289","105"
"2","true","false","6","121","50","1.5","269","274"
"4","true","false","6","121","100","1.5","272","138"
"5","true","false","6","121","100","1.5","280","140"
"1","true","false","6","121","50","1.5","248","308"
"3","true","false","6","121","50","1.5","251","357"
"4","true","false","6","121","100","1.5","273","138"
"2","true","false","6","121","50","1.5","270","274"
"6","true","false","6","121","100","1.5","290","105"
"5","true","false","6","121","100","1.5","281","140"
"1","true","false","6","121","50","1.5","249","308"
"4","true","false","6","121","100","1.5","274","138"
"3","true","false","6","121","50","1.5","252","363"
"2","true","false","6","121","50","1.5","271","276"
"6","true","false","6","121","100","1.5","291","105"
"5","true","false","6","121","100","1.5","282","140"
"4","true","false","6","121","100","1.5","275","138"
"1","true","false","6","121","50","1.5","250","363"
"3","true","false","6","121","50","1.5","253","364"
"4","true","false","6","121","100","1.5","276","138"
"2","true","false","6","121","50","1.5","272","278"
"6","true","false","6","121","100","1.5","292","106"
"5","true","false","6","121","100","1.5","283","140"
"1","true","false","6","121","50","1.5","251","367"
"3","true","false","6","121","50","1.5","254","365"
"4","true","false","6","121","100","1.5","277","138"
"2","true","false","6","121","50","1.5","273","279"
"6","true","false","6","121","100","1.5","293","106"
"5","true","false","6","121","100","1.5","284","140"
"1","true","false","6","121","50","1.5","252","368"
"4","true","false","6","121","100","1.5","278","139"
"3","true","false","6","121","50","1.5","255","366"
"6","true","false","6","121","100","1.5","294","106"
"2","true","false","6","121","50","1.5","274","279"
"4","true","false","6","121","100","1.5","279","141"
"5","true","false","6","121","100","1.5","285","140"
"1","true","false","6","121","50","1.5","253","368"
"3","true","false","6","121","50","1.5","256","366"
"4","true","false","6","121","100","1.5","280","141"
"6","true","false","6","121","100","1.5","295","107"
"2","true","false","6","121","50","1.5","275","280"
"5","true","false","6","121","100","1.5","286","140"
"4","true","false","6","121","100","1.5","281","141"
"1","true","false","6","121","50","1.5","254","368"
"3","true","false","6","121","50","1.5","257","366"
"6","true","false","6","121","100","1.5","296","107"
"4","true","false","6","121","100","1.5","282","141"
"2","true","false","6","121","50","1.5","276","288"
"5","true","false","6","121","100","1.5","287","140"
"1","true","false","6","121","50","1.5","255","368"
"4","true","false","6","121","100","1.5","283","141"
"3","true","false","6","121","50","1.5","258","366"
"6","true","false","6","121","100","1.5","297","107"
"5","true","false","6","121","100","1.5","288","140"
"2","true","false","6","121","50","1.5","277","288"
"1","true","false","6","121","50","1.5","256","368"
"4","true","false","6","121","100","1.5","284","141"
"3","true","false","6","121","50","1.5","259","367"
"5","true","false","6","121","100","1.5","289","140"
"6","true","false","6","121","100","1.5","298","107"
"2","true","false","6","121","50","1.5","278","298"
"4","true","false","6","121","100","1.5","285","141"
"3","true","false","6","121","50","1.5","260","367"
"1","true","false","6","121","50","1.5","257","369"
"5","true","false","6","121","100","1.5","290","140"
"4","true","false","6","121","100","1.5","286","141"
"6","true","false","6","121","100","1.5","299","108"
"2","true","false","6","121","50","1.5","279","299"
"3","true","false","6","121","50","1.5","261","367"
"1","true","false","6","121","50","1.5","258","369"
"4","true","false","6","121","100","1.5","287","141"
"5","true","false","6","121","100","1.5","291","140"
"6","true","false","6","121","100","1.5","300","120"
"2","true","false","6","121","50","1.5","280","300"
"4","true","false","6","121","100","1.5","288","141"
"3","true","false","6","121","50","1.5","262","369"
"5","true","false","6","121","100","1.5","292","140"
"1","true","false","6","121","50","1.5","259","369"
"6","true","false","6","121","100","1.5","301","132"
"4","true","false","6","121","100","1.5","289","141"
"2","true","false","6","121","50","1.5","281","300"
"3","true","false","6","121","50","1.5","263","369"
"5","true","false","6","121","100","1.5","293","140"
"1","true","false","6","121","50","1.5","260","370"
"4","true","false","6","121","100","1.5","290","141"
"6","true","false","6","121","100","1.5","302","133"
"2","true","false","6","121","50","1.5","282","300"
"4","true","false","6","121","100","1.5","291","141"
"3","true","false","6","121","50","1.5","264","369"
"5","true","false","6","121","100","1.5","294","140"
"1","true","false","6","121","50","1.5","261","372"
"2","true","false","6","121","50","1.5","283","300"
"6","true","false","6","121","100","1.5","303","135"
"4","true","false","6","121","100","1.5","292","141"
"3","true","false","6","121","50","1.5","265","369"
"5","true","false","6","121","100","1.5","295","140"
"2","true","false","6","121","50","1.5","284","301"
"4","true","false","6","121","100","1.5","293","141"
"1","true","false","6","121","50","1.5","262","372"
"6","true","false","6","121","100","1.5","304","135"
"3","true","false","6","121","50","1.5","266","369"
"5","true","false","6","121","100","1.5","296","140"
"4","true","false","6","121","100","1.5","294","141"
"2","true","false","6","121","50","1.5","285","303"
"1","true","false","6","121","50","1.5","263","372"
"6","true","false","6","121","100","1.5","305","136"
"3","true","false","6","121","50","1.5","267","369"
"4","true","false","6","121","100","1.5","295","141"
"2","true","false","6","121","50","1.5","286","304"
"6","true","false","6","121","100","1.5","306","136"
"1","true","false","6","121","50","1.5","264","372"
"5","true","false","6","121","100","1.5","297","140"
"4","true","false","6","121","100","1.5","296","141"
"3","true","false","6","121","50","1.5","268","369"
"2","true","false","6","121","50","1.5","287","304"
"6","true","false","6","121","100","1.5","307","136"
"5","true","false","6","121","100","1.5","298","140"
"1","true","false","6","121","50","1.5","265","373"
"4","true","false","6","121","100","1.5","297","141"
"6","true","false","6","121","100","1.5","308","137"
"2","true","false","6","121","50","1.5","288","306"
"5","true","false","6","121","100","1.5","299","140"
"3","true","false","6","121","50","1.5","269","369"
"4","true","false","6","121","100","1.5","298","141"
"1","true","false","6","121","50","1.5","266","373"
"6","true","false","6","121","100","1.5","309","138"
"4","true","false","6","121","100","1.5","299","141"
"2","true","false","6","121","50","1.5","289","306"
"1","true","false","6","121","50","1.5","267","373"
"5","true","false","6","121","100","1.5","300","169"
"3","true","false","6","121","50","1.5","270","369"
"4","true","false","6","121","100","1.5","300","176"
"6","true","false","6","121","100","1.5","310","139"
"1","true","false","6","121","50","1.5","268","374"
"2","true","false","6","121","50","1.5","290","306"
"5","true","false","6","121","100","1.5","301","176"
"4","true","false","6","121","100","1.5","301","179"
"3","true","false","6","121","50","1.5","271","370"
"4","true","false","6","121","100","1.5","302","180"
"1","true","false","6","121","50","1.5","269","374"
"2","true","false","6","121","50","1.5","291","307"
"6","true","false","6","121","100","1.5","311","139"
"5","true","false","6","121","100","1.5","302","178"
"3","true","false","6","121","50","1.5","272","371"
"4","true","false","6","121","100","1.5","303","180"
"5","true","false","6","121","100","1.5","303","179"
"4","true","false","6","121","100","1.5","304","180"
"6","true","false","6","121","100","1.5","312","140"
"2","true","false","6","121","50","1.5","292","307"
"1","true","false","6","121","50","1.5","270","376"
"3","true","false","6","121","50","1.5","273","371"
"4","true","false","6","121","100","1.5","305","180"
"5","true","false","6","121","100","1.5","304","179"
"2","true","false","6","121","50","1.5","293","308"
"1","true","false","6","121","50","1.5","271","376"
"6","true","false","6","121","100","1.5","313","140"
"4","true","false","6","121","100","1.5","306","180"
"3","true","false","6","121","50","1.5","274","371"
"5","true","false","6","121","100","1.5","305","179"
"6","true","false","6","121","100","1.5","314","140"
"4","true","false","6","121","100","1.5","307","180"
"2","true","false","6","121","50","1.5","294","313"
"1","true","false","6","121","50","1.5","272","376"
"3","true","false","6","121","50","1.5","275","371"
"4","true","false","6","121","100","1.5","308","180"
"5","true","false","6","121","100","1.5","306","179"
"6","true","false","6","121","100","1.5","315","140"
"3","true","false","6","121","50","1.5","276","371"
"2","true","false","6","121","50","1.5","295","316"
"1","true","false","6","121","50","1.5","273","376"
"4","true","false","6","121","100","1.5","309","180"
"5","true","false","6","121","100","1.5","307","179"
"4","true","false","6","121","100","1.5","310","180"
"6","true","false","6","121","100","1.5","316","140"
"3","true","false","6","121","50","1.5","277","371"
"2","true","false","6","121","50","1.5","296","318"
"1","true","false","6","121","50","1.5","274","376"
"4","true","false","6","121","100","1.5","311","181"
"5","true","false","6","121","100","1.5","308","179"
"6","true","false","6","121","100","1.5","317","140"
"3","true","false","6","121","50","1.5","278","371"
"2","true","false","6","121","50","1.5","297","320"
"1","true","false","6","121","50","1.5","275","376"
"4","true","false","6","121","100","1.5","312","181"
"6","true","false","6","121","100","1.5","318","140"
"3","true","false","6","121","50","1.5","279","371"
"5","true","false","6","121","100","1.5","309","179"
"4","true","false","6","121","100","1.5","313","181"
"2","true","false","6","121","50","1.5","298","321"
"1","true","false","6","121","50","1.5","276","376"
"6","true","false","6","121","100","1.5","319","140"
"3","true","false","6","121","50","1.5","280","371"
"4","true","false","6","121","100","1.5","314","181"
"5","true","false","6","121","100","1.5","310","179"
"2","true","false","6","121","50","1.5","299","322"
"6","true","false","6","121","100","1.5","320","140"
"1","true","false","6","121","50","1.5","277","377"
"4","true","false","6","121","100","1.5","315","181"
"3","true","false","6","121","50","1.5","281","371"
"5","true","false","6","121","100","1.5","311","180"
"4","true","false","6","121","100","1.5","316","181"
"6","true","false","6","121","100","1.5","321","140"
"2","true","false","6","121","50","1.5","300","343"
"1","true","false","6","121","50","1.5","278","377"
"3","true","false","6","121","50","1.5","282","371"
"6","true","false","6","121","100","1.5","322","140"
"4","true","false","6","121","100","1.5","317","181"
"5","true","false","6","121","100","1.5","312","180"
"1","true","false","6","121","50","1.5","279","377"
"2","true","false","6","121","50","1.5","301","347"
"3","true","false","6","121","50","1.5","283","371"
"4","true","false","6","121","100","1.5","318","181"
"6","true","false","6","121","100","1.5","323","140"
"2","true","false","6","121","50","1.5","302","350"
"5","true","false","6","121","100","1.5","313","180"
"1","true","false","6","121","50","1.5","280","377"
"3","true","false","6","121","50","1.5","284","378"
"4","true","false","6","121","100","1.5","319","181"
"6","true","false","6","121","100","1.5","324","140"
"4","true","false","6","121","100","1.5","320","181"
"2","true","false","6","121","50","1.5","303","350"
"3","true","false","6","121","50","1.5","285","378"
"1","true","false","6","121","50","1.5","281","377"
"5","true","false","6","121","100","1.5","314","181"
"4","true","false","6","121","100","1.5","321","181"
"2","true","false","6","121","50","1.5","304","351"
"6","true","false","6","121","100","1.5","325","140"
"3","true","false","6","121","50","1.5","286","379"
"1","true","false","6","121","50","1.5","282","377"
"5","true","false","6","121","100","1.5","315","181"
"4","true","false","6","121","100","1.5","322","182"
"2","true","false","6","121","50","1.5","305","353"
"6","true","false","6","121","100","1.5","326","140"
"4","true","false","6","121","100","1.5","323","182"
"5","true","false","6","121","100","1.5","316","181"
"3","true","false","6","121","50","1.5","287","379"
"1","true","false","6","121","50","1.5","283","377"
"2","true","false","6","121","50","1.5","306","353"
"4","true","false","6","121","100","1.5","324","182"
"6","true","false","6","121","100","1.5","327","140"
"3","true","false","6","121","50","1.5","288","379"
"5","true","false","6","121","100","1.5","317","181"
"2","true","false","6","121","50","1.5","307","353"
"4","true","false","6","121","100","1.5","325","182"
"1","true","false","6","121","50","1.5","284","377"
"6","true","false","6","121","100","1.5","328","141"
"5","true","false","6","121","100","1.5","318","182"
"2","true","false","6","121","50","1.5","308","353"
"3","true","false","6","121","50","1.5","289","379"
"4","true","false","6","121","100","1.5","326","183"
"1","true","false","6","121","50","1.5","285","377"
"5","true","false","6","121","100","1.5","319","182"
"4","true","false","6","121","100","1.5","327","183"
"6","true","false","6","121","100","1.5","329","141"
"2","true","false","6","121","50","1.5","309","353"
"3","true","false","6","121","50","1.5","290","379"
"5","true","false","6","121","100","1.5","320","182"
"4","true","false","6","121","100","1.5","328","183"
"2","true","false","6","121","50","1.5","310","353"
"1","true","false","6","121","50","1.5","286","377"
"6","true","false","6","121","100","1.5","330","141"
"5","true","false","6","121","100","1.5","321","182"
"3","true","false","6","121","50","1.5","291","380"
"4","true","false","6","121","100","1.5","329","184"
"2","true","false","6","121","50","1.5","311","353"
"6","true","false","6","121","100","1.5","331","141"
"1","true","false","6","121","50","1.5","287","377"
"4","true","false","6","121","100","1.5","330","187"
"5","true","false","6","121","100","1.5","322","182"
"3","true","false","6","121","50","1.5","292","380"
"2","true","false","6","121","50","1.5","312","353"
"1","true","false","6","121","50","1.5","288","377"
"4","true","false","6","121","100","1.5","331","189"
"6","true","false","6","121","100","1.5","332","141"
"3","true","false","6","121","50","1.5","293","380"
"5","true","false","6","121","100","1.5","323","182"
"4","true","false","6","121","100","1.5","332","189"
"2","true","false","6","121","50","1.5","313","353"
"3","true","false","6","121","50","1.5","294","380"
"6","true","false","6","121","100","1.5","333","141"
"1","true","false","6","121","50","1.5","289","377"
"2","true","false","6","121","50","1.5","314","354"
"4","true","false","6","121","100","1.5","333","190"
"5","true","false","6","121","100","1.5","324","182"
"4","true","false","6","121","100","1.5","334","190"
"2","true","false","6","121","50","1.5","315","354"
"6","true","false","6","121","100","1.5","334","143"
"3","true","false","6","121","50","1.5","295","380"
"5","true","false","6","121","100","1.5","325","182"
"1","true","false","6","121","50","1.5","290","381"
"4","true","false","6","121","100","1.5","335","190"
"6","true","false","6","121","100","1.5","335","143"
