BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,
code (4).nlogo,,,,,,,,,,
masks2,,,,,,,,,,
01/29/2021 13:41:21:650 +0100,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,
-16,16,-16,16,,,,,,,
[run number],distancing?,percent-wearing-masks,threshold-attendance,numberOfPeople,spread-decease?,probability-spreading,max-patience,r-distance,[step],"count people with [status = ""infected""]"
9,TRUE,100,6,121,TRUE,0.5,100,1.5,67,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,940,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,927,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,68,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,837,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,941,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,69,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,838,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,942,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,839,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,943,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,928,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,70,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,840,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,944,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,929,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,71,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,945,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,841,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,930,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,72,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,946,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,842,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,931,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,73,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,947,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,843,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,932,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,74,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,948,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,844,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,933,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,75,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,949,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,845,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,934,116
9,TRUE,100,6,121,TRUE,0.5,100,1.5,76,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,950,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,846,3
9,TRUE,100,6,121,TRUE,0.5,100,1.5,77,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,935,117
5,TRUE,50,6,121,TRUE,0.5,100,1.5,951,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,847,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,936,117
9,TRUE,100,6,121,TRUE,0.5,100,1.5,78,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,952,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,848,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,937,117
9,TRUE,100,6,121,TRUE,0.5,100,1.5,79,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,953,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,849,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,938,117
9,TRUE,100,6,121,TRUE,0.5,100,1.5,80,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,954,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,850,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,939,117
9,TRUE,100,6,121,TRUE,0.5,100,1.5,81,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,955,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,851,3
9,TRUE,100,6,121,TRUE,0.5,100,1.5,82,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,940,117
5,TRUE,50,6,121,TRUE,0.5,100,1.5,956,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,852,3
9,TRUE,100,6,121,TRUE,0.5,100,1.5,83,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,941,117
5,TRUE,50,6,121,TRUE,0.5,100,1.5,957,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,853,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,942,117
9,TRUE,100,6,121,TRUE,0.5,100,1.5,84,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,958,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,854,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,943,117
5,TRUE,50,6,121,TRUE,0.5,100,1.5,959,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,855,3
9,TRUE,100,6,121,TRUE,0.5,100,1.5,85,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,944,118
5,TRUE,50,6,121,TRUE,0.5,100,1.5,960,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,86,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,856,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,945,118
5,TRUE,50,6,121,TRUE,0.5,100,1.5,961,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,87,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,857,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,962,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,946,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,88,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,963,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,858,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,964,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,859,5
4,TRUE,50,6,121,TRUE,0.5,100,1.5,947,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,89,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,965,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,860,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,90,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,948,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,966,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,861,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,91,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,967,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,949,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,862,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,92,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,968,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,950,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,863,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,93,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,969,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,951,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,864,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,970,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,94,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,952,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,971,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,865,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,95,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,953,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,972,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,866,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,96,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,973,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,954,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,867,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,97,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,974,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,955,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,868,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,975,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,98,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,869,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,976,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,956,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,99,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,977,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,870,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,957,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,978,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,100,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,871,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,958,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,979,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,101,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,872,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,959,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,980,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,102,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,873,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,960,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,981,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,103,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,874,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,982,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,961,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,875,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,104,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,983,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,962,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,876,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,984,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,105,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,963,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,985,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,877,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,106,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,964,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,986,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,107,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,878,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,965,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,987,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,879,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,966,119
5,TRUE,50,6,121,TRUE,0.5,100,1.5,988,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,108,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,989,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,967,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,880,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,109,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,990,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,968,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,881,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,110,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,991,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,969,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,882,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,111,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,992,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,970,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,883,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,112,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,993,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,971,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,884,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,113,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,994,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,885,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,972,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,114,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,995,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,886,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,973,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,115,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,996,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,887,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,974,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,116,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,888,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,997,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,975,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,117,1
5,TRUE,50,6,121,TRUE,0.5,100,1.5,998,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,889,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,976,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,118,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,890,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,999,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,977,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,119,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,891,7
5,TRUE,50,6,121,TRUE,0.5,100,1.5,1000,119
4,TRUE,50,6,121,TRUE,0.5,100,1.5,978,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,120,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,892,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,979,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,893,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,121,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,894,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,980,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,122,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,895,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,123,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,981,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,896,7
7,TRUE,100,6,121,TRUE,0.5,100,1.5,897,7
9,TRUE,100,6,121,TRUE,0.5,100,1.5,124,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,982,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,898,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,983,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,125,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,899,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,984,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,126,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,900,9
4,TRUE,50,6,121,TRUE,0.5,100,1.5,985,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,901,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,127,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,986,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,902,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,128,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,987,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,129,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,903,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,130,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,904,9
4,TRUE,50,6,121,TRUE,0.5,100,1.5,988,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,131,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,905,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,132,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,989,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,906,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,133,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,990,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,907,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,134,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,135,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,908,9
4,TRUE,50,6,121,TRUE,0.5,100,1.5,991,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,136,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,909,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,137,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,992,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,910,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,138,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,993,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,139,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,911,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,140,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,912,9
4,TRUE,50,6,121,TRUE,0.5,100,1.5,994,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,141,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,913,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,142,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,995,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,143,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,914,9
9,TRUE,100,6,121,TRUE,0.5,100,1.5,144,1
4,TRUE,50,6,121,TRUE,0.5,100,1.5,996,119
7,TRUE,100,6,121,TRUE,0.5,100,1.5,915,10
4,TRUE,50,6,121,TRUE,0.5,100,1.5,997,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,145,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,916,10
4,TRUE,50,6,121,TRUE,0.5,100,1.5,998,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,146,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,917,10
4,TRUE,50,6,121,TRUE,0.5,100,1.5,999,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,147,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,918,10
4,TRUE,50,6,121,TRUE,0.5,100,1.5,1000,119
9,TRUE,100,6,121,TRUE,0.5,100,1.5,148,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,919,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,149,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,920,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,150,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,921,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,151,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,922,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,152,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,923,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,153,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,924,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,154,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,925,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,155,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,926,10
9,TRUE,100,6,121,TRUE,0.5,100,1.5,156,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,927,11
9,TRUE,100,6,121,TRUE,0.5,100,1.5,157,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,928,12
9,TRUE,100,6,121,TRUE,0.5,100,1.5,158,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,929,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,159,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,930,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,160,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,931,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,161,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,932,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,162,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,163,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,933,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,164,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,934,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,165,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,935,13
9,TRUE,100,6,121,TRUE,0.5,100,1.5,166,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,936,14
9,TRUE,100,6,121,TRUE,0.5,100,1.5,167,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,937,14
9,TRUE,100,6,121,TRUE,0.5,100,1.5,168,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,938,14
9,TRUE,100,6,121,TRUE,0.5,100,1.5,169,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,939,15
9,TRUE,100,6,121,TRUE,0.5,100,1.5,170,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,940,15
9,TRUE,100,6,121,TRUE,0.5,100,1.5,171,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,941,15
9,TRUE,100,6,121,TRUE,0.5,100,1.5,172,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,942,15
9,TRUE,100,6,121,TRUE,0.5,100,1.5,173,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,174,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,943,16
9,TRUE,100,6,121,TRUE,0.5,100,1.5,175,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,944,17
9,TRUE,100,6,121,TRUE,0.5,100,1.5,176,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,945,18
9,TRUE,100,6,121,TRUE,0.5,100,1.5,177,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,178,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,946,19
7,TRUE,100,6,121,TRUE,0.5,100,1.5,947,19
9,TRUE,100,6,121,TRUE,0.5,100,1.5,179,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,948,19
9,TRUE,100,6,121,TRUE,0.5,100,1.5,180,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,949,19
9,TRUE,100,6,121,TRUE,0.5,100,1.5,181,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,950,21
9,TRUE,100,6,121,TRUE,0.5,100,1.5,182,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,951,21
9,TRUE,100,6,121,TRUE,0.5,100,1.5,183,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,952,21
9,TRUE,100,6,121,TRUE,0.5,100,1.5,184,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,953,21
9,TRUE,100,6,121,TRUE,0.5,100,1.5,185,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,186,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,954,21
9,TRUE,100,6,121,TRUE,0.5,100,1.5,187,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,955,22
9,TRUE,100,6,121,TRUE,0.5,100,1.5,188,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,189,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,956,22
9,TRUE,100,6,121,TRUE,0.5,100,1.5,190,1
9,TRUE,100,6,121,TRUE,0.5,100,1.5,191,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,957,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,192,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,958,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,193,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,959,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,194,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,960,23
7,TRUE,100,6,121,TRUE,0.5,100,1.5,961,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,195,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,962,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,196,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,963,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,197,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,964,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,198,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,965,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,199,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,966,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,200,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,967,23
7,TRUE,100,6,121,TRUE,0.5,100,1.5,968,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,201,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,969,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,202,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,970,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,203,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,971,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,204,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,972,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,205,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,973,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,206,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,974,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,207,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,975,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,208,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,976,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,209,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,977,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,210,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,978,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,211,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,979,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,212,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,980,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,213,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,981,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,214,1
7,TRUE,100,6,121,TRUE,0.5,100,1.5,982,23
9,TRUE,100,6,121,TRUE,0.5,100,1.5,215,1
